Country;id;Year;Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Bunker Fuels (MtCO2)
Jordan;JOR;2011;20,2288;2,0122;1,0783;3,6650;1,0400
Jordan;JOR;2012;23,0879;2,6955;1,0493;3,6896;1,1500
Jordan;JOR;2013;22,7770;2,8293;1,1019;3,7142;1,1400
Jordan;JOR;2014;24,4361;3,0436;1,1845;3,7387;1,0300
Kazakhstan;KAZ;1990;286,3303;3,4644;38,5772;4,5180;2,7000
Kazakhstan;KAZ;1991;291,9813;3,2520;37,1218;4,5153;2,4800
Kazakhstan;KAZ;1992;293,2529;3,4708;32,4944;4,5125;2,2700
Kazakhstan;KAZ;1993;252,6268;2,2996;32,2086;4,5097;0,7500
Kazakhstan;KAZ;1994;226,7883;1,3262;30,9990;4,5070;1,1100
Kazakhstan;KAZ;1995;198,9940;1,6571;26,1736;4,5042;0,7900
Kazakhstan;KAZ;1996;175,7314;0,8981;22,8245;4,4788;0,7700
Kazakhstan;KAZ;1997;151,8699;0,6595;19,4710;4,4534;0,7100
Kazakhstan;KAZ;1998;154,4373;0,6186;16,1196;4,4281;0,7300
Kazakhstan;KAZ;1999;141,3482;0,7244;14,5633;4,4027;0,4200
Kazakhstan;KAZ;2000;136,6644;0,8814;14,1875;4,3773;0,2300
Kazakhstan;KAZ;2001;134,1388;1,3791;15,0039;4,4165;0,2600
Kazakhstan;KAZ;2002;144,1014;1,5031;21,8502;4,4558;0,3900
Kazakhstan;KAZ;2003;159,1728;1,7956;16,7961;4,4950;0,3200
Kazakhstan;KAZ;2004;173,3795;2,4105;19,3669;4,5343;0,4500
Kazakhstan;KAZ;2005;186,0086;2,6408;20,0940;4,5735;0,4900
Kazakhstan;KAZ;2006;204,4500;3,1366;21,8206;4,5912;0,5300
Kazakhstan;KAZ;2007;214,1636;3,5884;19,0802;4,6088;0,7100
Kazakhstan;KAZ;2008;258,4662;3,7032;20,6541;4,6264;0,6600
Kazakhstan;KAZ;2009;232,1787;3,6751;19,9314;4,6440;0,5600
Kazakhstan;KAZ;2010;251,8212;4,2149;22,7222;4,6617;0,6200
Kazakhstan;KAZ;2011;270,8469;4,7226;20,4296;4,6798;0,5500
Kazakhstan;KAZ;2012;270,7961;4,4608;19,8764;4,6979;0,6100
Kazakhstan;KAZ;2013;286,0958;4,5032;18,4098;4,7161;0,5000
Kazakhstan;KAZ;2014;261,2014;4,9853;20,7119;4,7342;0,6900
Kenya;KEN;1990;10,5913;0,7572;24,2404;0,4780;1,4000
Kenya;KEN;1991;10,4362;0,7182;23,2334;0,4934;1,2000
Kenya;KEN;1992;10,5211;0,7597;23,0697;0,5089;1,4200
Kenya;KEN;1993;10,5159;0,7170;22,8536;0,5243;1,6100
Kenya;KEN;1994;10,5608;0,7329;22,9980;0,5397;1,9400
Kenya;KEN;1995;11,0757;0,7927;22,7312;0,5552;1,5500
Kenya;KEN;1996;11,6582;0,9244;21,3565;0,5676;1,5900
Kenya;KEN;1997;11,5407;0,7776;21,2593;0,5801;1,5600
Kenya;KEN;1998;12,1732;0,7443;21,8087;0,5925;1,5700
Kenya;KEN;1999;12,5757;0,7587;23,1583;0,6050;1,6600
Kenya;KEN;2000;13,5182;0,6193;21,2162;0,6174;1,5900
Kenya;KEN;2001;12,9134;0,7186;21,2742;0,6344;1,6900
Kenya;KEN;2002;12,7386;0,8069;22,1387;0,6513;1,6500
Kenya;KEN;2003;11,8438;0,9173;23,9779;0,6682;1,7600
Kenya;KEN;2004;12,7791;0,9983;25,1649;0,6851;1,9300
Kenya;KEN;2005;13,6143;1,1819;25,2914;0,7021;2,0000
Kenya;KEN;2006;14,7064;1,2223;23,7673;0,7227;2,1000
Kenya;KEN;2007;14,7785;1,4202;38,6557;0,7434;2,3000
Kenya;KEN;2008;15,3506;1,5778;39,0206;0,7640;1,9900
Kenya;KEN;2009;17,0927;1,8380;37,2535;0,7847;2,0300
Kenya;KEN;2010;18,0048;2,0468;37,5081;0,8053;1,8400
Kenya;KEN;2011;18,1954;2,4457;38,7813;0,8242;2,3400
Kenya;KEN;2012;17,3061;2,5441;38,7715;0,8432;2,3300
Kenya;KEN;2013;18,7367;2,7708;37,7674;0,8621;1,8800
Kenya;KEN;2014;19,4674;3,0488;37,1327;0,8810;1,8100
Kiribati;KIR;1990;0,0220;0,0000;0,0047;0,0089;
Kiribati;KIR;1991;0,0220;0,0000;0,0047;0,0091;
Kiribati;KIR;1992;0,0256;0,0000;0,0047;0,0092;
Kiribati;KIR;1993;0,0293;0,0000;0,0048;0,0093;
Kiribati;KIR;1994;0,0293;0,0000;0,0048;0,0095;
Kiribati;KIR;1995;0,0293;0,0000;0,0048;0,0096;
Kiribati;KIR;1996;0,0330;0,0001;0,0050;0,0098;
Kiribati;KIR;1997;0,0256;0,0001;0,0050;0,0100;
Kiribati;KIR;1998;0,0293;0,0001;0,0050;0,0102;
Kiribati;KIR;1999;0,0293;0,0001;0,0050;0,0105;
Kiribati;KIR;2000;0,0293;0,0002;0,0057;0,0107;
Kiribati;KIR;2001;0,0256;0,0002;0,0060;0,0109;
Kiribati;KIR;2002;0,0403;0,0003;0,0066;0,0111;
Kiribati;KIR;2003;0,0403;0,0003;0,0066;0,0112;
Kiribati;KIR;2004;0,0440;0,0004;0,0068;0,0114;
Kiribati;KIR;2005;0,0623;0,0004;0,0069;0,0116;
Kiribati;KIR;2006;0,0696;0,0005;0,0069;0,0118;
Kiribati;KIR;2007;0,0513;0,0006;0,0072;0,0120;
Kiribati;KIR;2008;0,0550;0,0007;0,0073;0,0121;
Kiribati;KIR;2009;0,0403;0,0007;0,0074;0,0123;
Kiribati;KIR;2010;0,0623;0,0008;0,0076;0,0125;
Kiribati;KIR;2011;0,0623;0,0009;0,0077;0,0126;
Kiribati;KIR;2012;0,0623;0,0011;0,0079;0,0128;
Kiribati;KIR;2013;0,0623;0,0012;0,0079;0,0130;
Kiribati;KIR;2014;0,0623;0,0013;0,0081;0,0131;
Korea (North);PRK;1990;136,0793;8,3955;9,7079;1,6577;0,0000
Korea (North);PRK;1991;129,2548;8,3874;9,6340;1,6828;0,0000
Korea (North);PRK;1992;115,3903;8,8776;9,4691;1,7079;0,0000
Korea (North);PRK;1993;106,5958;8,8695;9,2647;1,7330;0,0000
Korea (North);PRK;1994;97,8414;8,8614;6,9722;1,7581;0,0000
Korea (North);PRK;1995;91,6969;8,8533;5,1705;1,7832;0,0000
Korea (North);PRK;1996;82,1315;8,9040;4,6051;1,7769;0,0000
Korea (North);PRK;1997;79,5262;3,9717;5,0914;1,7706;0,0000
Korea (North);PRK;1998;74,3208;2,1282;5,1234;1,7643;0,0000
Korea (North);PRK;1999;79,4754;2,5783;5,4266;1,7580;0,0000
Korea (North);PRK;2000;84,3101;2,9295;5,4223;1,7517;0,0000
Korea (North);PRK;2001;87,0176;3,3124;5,8200;1,7673;0,0000
Korea (North);PRK;2002;84,1351;3,4974;4,7290;1,7829;0,0000
Korea (North);PRK;2003;85,9526;3,7081;4,7624;1,7985;0,0000
Korea (North);PRK;2004;87,8701;3,8602;4,7584;1,8141;0,0000
Korea (North);PRK;2005;91,4677;3,9976;4,8201;1,8296;0,0000
Korea (North);PRK;2006;92,8565;4,3501;4,7988;1,8388;0,0000
Korea (North);PRK;2007;79,7854;4,4571;4,7516;1,8481;0,0000
Korea (North);PRK;2008;87,0843;4,7181;4,7453;1,8573;0,0000
Korea (North);PRK;2009;86,7832;4,8324;4,7452;1,8665;0,0000
Korea (North);PRK;2010;82,6320;4,8076;4,7690;1,8757;0,0000
Korea (North);PRK;2011;63,5046;5,0834;4,8136;1,8821;0,0000
Korea (North);PRK;2012;64,7472;5,3592;4,8672;1,8886;0,0000
Korea (North);PRK;2013;51,3397;5,8365;4,7352;1,8951;0,0000
Korea (North);PRK;2014;56,2123;6,0610;4,5419;1,9015;0,0000
Korea (South);KOR;1990;241,8764;23,8552;13,7608;11,2401;6,1700
Korea (South);KOR;1991;265,4960;25,0340;13,6787;11,1916;9,1200
Korea (South);KOR;1992;285,1756;30,2211;14,0072;11,1431;11,7800
Korea (South);KOR;1993;311,7552;32,1364;14,3189;11,0947;14,4000
Korea (South);KOR;1994;335,8847;34,3190;14,4164;11,0462;20,5400
Korea (South);KOR;1995;365,3543;36,9964;14,6179;10,9978;23,6400
Korea (South);KOR;1996;389,8501;40,8606;14,8631;10,9473;28,9100
Korea (South);KOR;1997;410,6159;44,0178;15,0765;10,8969;31,7700
Korea (South);KOR;1998;352,1516;39,1470;14,1902;10,8465;31,9700
Korea (South);KOR;1999;386,7474;42,3958;13,5233;10,7960;33,5900
Korea (South);KOR;2000;440,6031;46,1611;12,9442;10,7456;32,4800
Korea (South);KOR;2001;454,6789;48,7009;12,5691;10,7730;31,7300
Korea (South);KOR;2002;444,8347;52,5781;12,3588;10,8004;31,6600
Korea (South);KOR;2003;446,8305;57,3236;12,0724;10,8278;34,8900
Korea (South);KOR;2004;468,9463;57,5918;12,6195;10,8552;36,4200
Korea (South);KOR;2005;466,9321;56,9659;12,9373;10,8826;40,9000
Korea (South);KOR;2006;474,3833;59,0521;12,4549;10,9112;42,5500
Korea (South);KOR;2007;487,4945;58,9619;12,9774;10,9398;40,6900
Korea (South);KOR;2008;499,3358;59,4983;12,8180;10,9684;40,8500
Korea (South);KOR;2009;512,9970;59,5363;12,8487;10,9970;38,1200
Korea (South);KOR;2010;562,2782;58,9881;13,0513;11,0256;41,0500
Korea (South);KOR;2011;585,1942;61,5648;12,6989;11,0473;40,3600
Korea (South);KOR;2012;587,0602;63,0349;13,5799;11,0690;39,6100
Korea (South);KOR;2013;584,1261;65,4137;12,9106;11,0908;39,6800
Korea (South);KOR;2014;579,9121;67,4554;12,7099;11,1125;40,1600
Kuwait;KWT;1990;77,1231;0,4857;0,1952;0,5749;1,0800
Kuwait;KWT;1991;90,8887;0,0955;0,0631;0,5692;0,4400
Kuwait;KWT;1992;84,9295;0,3209;0,0744;0,5635;2,2200
Kuwait;KWT;1993;98,0741;0,3154;0,1410;0,5578;2,0600
Kuwait;KWT;1994;109,3588;0,5737;0,1755;0,5521;2,7500
Kuwait;KWT;1995;116,0035;1,0555;0,2076;0,5464;2,9800
Kuwait;KWT;1996;115,6527;1,1425;0,2613;0,5634;2,9400
Kuwait;KWT;1997;117,3519;1,2038;0,2637;0,5804;3,3100
Kuwait;KWT;1998;124,1511;0,9390;0,2766;0,5975;3,3800
Kuwait;KWT;1999;128,6103;1,0443;0,3079;0,6145;3,2300
Kuwait;KWT;2000;132,6996;0,9810;0,3106;0,6316;2,6000
Kuwait;KWT;2001;140,2223;0,9742;0,3421;0,6515;2,4900
Kuwait;KWT;2002;146,3622;1,4291;0,4988;0,6714;3,0700
Kuwait;KWT;2003;151,9903;1,6935;0,3902;0,6914;4,4900
Kuwait;KWT;2004;158,3137;2,2034;0,3805;0,7113;4,2400
Kuwait;KWT;2005;170,4812;2,0867;0,6802;0,7312;4,0100
Kuwait;KWT;2006;173,2668;2,2504;0,5236;0,7573;4,3100
Kuwait;KWT;2007;172,7178;2,3884;0,3628;0,7834;4,9700
Kuwait;KWT;2008;177,1429;2,7279;0,4571;0,8095;5,3400
Kuwait;KWT;2009;184,3927;2,5655;0,3743;0,8355;3,6400
Kuwait;KWT;2010;183,3426;2,7035;0,3814;0,8616;3,9600
Kuwait;KWT;2011;188,0379;3,0221;0,3784;0,8916;5,4800
Kuwait;KWT;2012;192,8179;3,2894;0,4138;0,9216;5,4800
Kuwait;KWT;2013;191,0286;3,7838;0,3900;0,9517;5,5100
Kuwait;KWT;2014;193,1939;4,3772;0,4172;0,9817;5,8300
Kyrgyzstan;KGZ;1990;24,5596;0,6304;5,0816;1,8553;0,2600
Kyrgyzstan;KGZ;1991;21,9799;0,5842;4,8898;1,6837;0,2200
Kyrgyzstan;KGZ;1992;14,6102;0,5662;4,6369;1,5122;0,1800
Kyrgyzstan;KGZ;1993;10,8706;0,3630;4,3269;1,3406;0,0500
Kyrgyzstan;KGZ;1994;7,2009;0,2112;3,9042;1,1690;0,0400
Kyrgyzstan;KGZ;1995;5,0512;0,1656;3,1868;0,9974;0,1900
Kyrgyzstan;KGZ;1996;6,1104;0,2833;3,0057;0,9438;0,2100
Kyrgyzstan;KGZ;1997;5,9695;0,3388;2,8999;0,8902;0,1400
Kyrgyzstan;KGZ;1998;6,2786;0,3649;3,0033;0,8366;0,1600
Kyrgyzstan;KGZ;1999;5,1678;0,2041;3,0630;0,7830;0,1200
Kyrgyzstan;KGZ;2000;4,9869;0,2632;3,1194;0,7295;0,1200
Kyrgyzstan;KGZ;2001;4,3061;0,2540;3,1670;0,7155;0,0700
Kyrgyzstan;KGZ;2002;5,2953;0,2887;3,0860;0,7015;0,1000
Kyrgyzstan;KGZ;2003;5,8245;0,4076;3,2582;0,6876;0,1000
Kyrgyzstan;KGZ;2004;5,7637;0,4680;3,2253;0,6736;0,1500
Kyrgyzstan;KGZ;2005;5,4729;0,5247;3,3165;0,6596;0,3900
Kyrgyzstan;KGZ;2006;5,4539;0,5698;3,3908;0,6689;0,8600
Kyrgyzstan;KGZ;2007;6,5248;0,6552;3,4863;0,6782;0,7300
Kyrgyzstan;KGZ;2008;7,5657;0,6527;3,6059;0,6875;0,8900
Kyrgyzstan;KGZ;2009;7,0666;0,3351;3,9568;0,6968;1,0200
Kyrgyzstan;KGZ;2010;6,5775;0,4242;4,0273;0,7061;0,8300
Kyrgyzstan;KGZ;2011;7,7658;0,5575;4,1273;0,7164;0,1600
Kyrgyzstan;KGZ;2012;10,1440;0,6687;4,2299;0,7268;0,0900
Kyrgyzstan;KGZ;2013;9,4723;0,8862;4,4003;0,7372;0,1500
Kyrgyzstan;KGZ;2014;8,9705;0,9131;4,5370;0,7476;0,0100
Laos;LAO;1990;0,7314;0,0006;5,1360;0,2710;
Laos;LAO;1991;0,7497;0,0006;5,0648;0,2792;
Laos;LAO;1992;0,7681;0,0043;5,3204;0,2873;
Laos;LAO;1993;0,7681;0,0042;5,3380;0,2955;
Laos;LAO;1994;0,7864;0,0042;5,6470;0,3037;
Laos;LAO;1995;0,8597;0,0042;5,6890;0,3119;
Laos;LAO;1996;0,9722;0,0410;5,7870;0,3212;
Laos;LAO;1997;1,1251;0,0412;5,9991;0,3305;
Laos;LAO;1998;1,2230;0,0414;5,5890;0,3398;
Laos;LAO;1999;1,4821;0,0416;5,4766;0,3491;
Laos;LAO;2000;1,5104;0,0491;5,7753;0,3584;
Laos;LAO;2001;1,4676;0,0499;5,9712;0,3687;
Laos;LAO;2002;1,6922;0,1239;6,0463;0,3790;
Laos;LAO;2003;1,6640;0,1284;6,1903;0,3892;
Laos;LAO;2004;1,9803;0,1292;6,3768;0,3995;
Laos;LAO;2005;2,0144;0,1300;6,3037;0,4098;
Laos;LAO;2006;2,1161;0,2036;6,4108;0,4200;
Laos;LAO;2007;1,5034;0,2039;6,5503;0,4303;
Laos;LAO;2008;1,5685;0,2043;6,8475;0,4405;
Laos;LAO;2009;1,6080;0,5051;7,0573;0,4508;
Laos;LAO;2010;1,9223;0,6044;7,3694;0,4611;
Laos;LAO;2011;1,8811;0,6563;7,3095;0,4718;
Laos;LAO;2012;1,8803;0,7558;7,8685;0,4826;
Laos;LAO;2013;1,7915;0,7564;7,8531;0,4934;
Laos;LAO;2014;1,7467;1,2040;8,0968;0,5042;
Latvia;LVA;1990;19,4648;0,3092;5,5959;0,8646;1,7200
Latvia;LVA;1991;17,8799;0,2958;5,3848;0,8359;0,7500
Latvia;LVA;1992;14,4951;0,2290;5,7915;0,8072;0,6500
Latvia;LVA;1993;12,3903;0,1894;5,0109;0,7784;0,7500
Latvia;LVA;1994;10,7755;0,1682;3,7457;0,7497;0,9600
Latvia;LVA;1995;9,5206;0,1580;3,2298;0,7209;0,5600
Latvia;LVA;1996;9,4986;0,2375;3,2120;0,7444;0,4100
Latvia;LVA;1997;8,9965;0,2181;3,1319;0,7679;0,3200
Latvia;LVA;1998;8,5844;0,3013;3,0955;0,7913;0,1400
Latvia;LVA;1999;7,9423;0,1390;2,9189;0,8148;0,1200
Latvia;LVA;2000;7,3502;0,1599;2,7628;0,8383;0,1100
Latvia;LVA;2001;7,7682;0,1985;2,8147;0,8437;0,7000
Latvia;LVA;2002;7,7561;0,3653;2,8474;0,8491;0,7300
Latvia;LVA;2003;7,9940;0,4223;2,7725;0,8545;0,7100
Latvia;LVA;2004;8,0219;0,4573;2,8185;0,8600;0,7800
Latvia;LVA;2005;8,1299;0,4922;2,8322;0,8654;1,0000
Latvia;LVA;2006;8,5833;0,5363;2,8591;0,8638;0,8200
Latvia;LVA;2007;8,9167;0,5913;2,8953;0,8622;0,8000
Latvia;LVA;2008;8,5001;0,6390;2,9629;0,8607;0,9400
Latvia;LVA;2009;7,7436;0,7087;2,9210;0,8591;1,1700
Latvia;LVA;2010;8,6570;0,8883;2,9343;0,8575;1,1500
Latvia;LVA;2011;7,9162;0,9980;2,9532;0,8524;1,0300
Latvia;LVA;2012;7,5755;1,1260;3,0211;0,8473;1,1100
Latvia;LVA;2013;7,5047;1,2248;3,0726;0,8422;1,1300
Latvia;LVA;2014;7,3239;1,3748;3,1501;0,8371;1,0600
Lebanon;LBN;1990;5,6031;0,4528;0,4447;0,9384;0,1600
Lebanon;LBN;1991;7,0493;0,4550;0,4699;0,9732;0,2700
Lebanon;LBN;1992;7,0055;0,7576;0,4884;1,0079;0,3700
Lebanon;LBN;1993;10,2117;1,5072;0,5202;1,0426;0,4100
Lebanon;LBN;1994;11,1979;1,7329;0,4774;1,0773;0,5100
Lebanon;LBN;1995;12,9141;1,7790;0,5557;1,1120;0,7000
Lebanon;LBN;1996;13,4294;1,7726;0,5658;1,2362;0,3800
Lebanon;LBN;1997;15,3448;1,3887;0,5726;1,3605;0,3900
Lebanon;LBN;1998;14,9801;1,7047;0,5941;1,4847;0,3900
Lebanon;LBN;1999;15,7554;1,4162;0,5912;1,6089;0,4500
Lebanon;LBN;2000;14,0907;1,4757;0,5986;1,7331;0,4500
Lebanon;LBN;2001;15,2517;1,5406;0,6322;1,7423;0,4600
Lebanon;LBN;2002;15,2027;1,5469;0,5830;1,7515;0,4600
Lebanon;LBN;2003;15,1537;2,0918;0,5723;1,7608;0,4600
Lebanon;LBN;2004;15,2946;2,3655;0,5858;1,7700;0,4700
Lebanon;LBN;2005;14,5656;2,4927;0,5367;1,7792;0,5300
Lebanon;LBN;2006;13,7651;1,9176;0,5400;1,8005;0,3900
Lebanon;LBN;2007;12,1147;2,2694;0,5655;1,8218;0,4900
Lebanon;LBN;2008;15,8742;2,4710;0,5983;1,8431;0,6000
Lebanon;LBN;2009;19,3737;2,8448;0,6195;1,8644;0,6400
Lebanon;LBN;2010;18,3032;3,0610;0,6195;1,8856;0,8000
Lebanon;LBN;2011;18,6067;3,2609;0,7310;1,8880;0,8100
Lebanon;LBN;2012;21,1102;3,2299;0,7571;1,8904;0,7500
Lebanon;LBN;2013;20,7537;3,5544;0,7427;1,8928;0,9200
Lebanon;LBN;2014;22,4872;3,4611;0,7519;1,8952;0,8300
Lesotho;LSO;1990;1,6154;0,0000;1,3491;0,1901;
Lesotho;LSO;1991;1,6858;0,0000;1,3408;0,1933;
Lesotho;LSO;1992;1,7561;0,0001;1,4775;0,1965;
Lesotho;LSO;1993;1,8154;0,0001;1,4457;0,1997;
Lesotho;LSO;1994;1,8674;0,0002;1,4089;0,2029;
Lesotho;LSO;1995;1,9121;0,0002;1,3404;0,2062;
Lesotho;LSO;1996;1,9420;0,0004;1,2744;0,2077;
Lesotho;LSO;1997;1,9720;0,0006;1,2297;0,2092;
Lesotho;LSO;1998;1,9982;0,0008;1,1481;0,2108;
Lesotho;LSO;1999;2,0172;0,0010;1,6254;0,2123;
Lesotho;LSO;2000;2,0397;0,0012;1,5574;0,2138;
Lesotho;LSO;2001;2,0647;0,0016;1,6901;0,2140;
Lesotho;LSO;2002;2,0897;0,0020;1,3477;0,2141;
Lesotho;LSO;2003;2,1183;0,0023;1,5349;0,2142;
Lesotho;LSO;2004;2,1690;0,0027;1,3336;0,2144;
Lesotho;LSO;2005;2,1976;0,0031;1,5772;0,2145;
Lesotho;LSO;2006;2,2272;0,0035;1,4057;0,2144;
Lesotho;LSO;2007;2,2679;0,0039;1,5762;0,2144;
Lesotho;LSO;2008;2,3232;0,0043;1,3937;0,2143;
Lesotho;LSO;2009;2,4188;0,0048;1,4029;0,2143;
Lesotho;LSO;2010;2,4814;0,0052;1,4759;0,2142;
Lesotho;LSO;2011;2,5391;0,0057;1,3565;0,2148;
Lesotho;LSO;2012;2,6115;0,0063;1,3756;0,2155;
Lesotho;LSO;2013;2,6472;0,0068;1,4680;0,2161;
Lesotho;LSO;2014;2,6866;0,0074;1,4475;0,2167;
Liberia;LBR;1990;0,4470;0,0256;0,2920;0,4218;
Liberia;LBR;1991;0,2785;0,0003;0,2557;0,4143;
Liberia;LBR;1992;0,2785;0,0042;0,2586;0,4068;
Liberia;LBR;1993;0,3114;0,0045;0,2314;0,3993;
Liberia;LBR;1994;0,3114;0,0012;0,2246;0,3917;
Liberia;LBR;1995;0,3224;0,0051;0,2270;0,3842;
Liberia;LBR;1996;0,3298;0,0102;0,2387;0,4007;
Liberia;LBR;1997;0,3444;0,0081;0,2665;0,4171;
Liberia;LBR;1998;0,3701;0,0095;0,2795;0,4336;
Liberia;LBR;1999;0,3847;0,0147;0,2757;0,4501;
Liberia;LBR;2000;0,3847;0,0455;0,2769;0,4665;
Liberia;LBR;2001;0,4580;0,0445;0,2710;0,4802;
Liberia;LBR;2002;0,4617;0,0398;0,2658;0,4938;
Liberia;LBR;2003;0,5093;0,0279;0,2673;0,5074;
Liberia;LBR;2004;0,5569;0,0782;0,2693;0,5211;
Liberia;LBR;2005;0,6522;0,0955;0,2727;0,5347;
Liberia;LBR;2006;0,6705;0,1029;0,2907;0,5588;
Liberia;LBR;2007;0,5899;0,1066;0,3214;0,5828;
Liberia;LBR;2008;0,5166;0,0809;0,3531;0,6069;
Liberia;LBR;2009;0,4800;0,0736;0,3944;0,6310;
Liberia;LBR;2010;0,7548;0,0773;0,4161;0,6551;
Liberia;LBR;2011;0,8500;0,0856;0,4263;0,6755;
Liberia;LBR;2012;0,9636;0,1123;0,4283;0,6960;
Liberia;LBR;2013;0,8610;0,1499;0,4246;0,7164;
Liberia;LBR;2014;0,7878;0,2058;0,4198;0,7369;
Libya;LBY;1990;89,6082;1,3716;2,1267;0,7968;0,8900
Libya;LBY;1991;87,1396;1,2071;2,0951;0,8220;0,9200
Libya;LBY;1992;84,3175;1,1744;1,9690;0,8472;0,9300
Libya;LBY;1993;85,0149;1,1747;1,9524;0,8724;1,0300
Libya;LBY;1994;89,6428;1,9224;1,8726;0,8975;1,1600
Libya;LBY;1995;91,6261;1,6296;1,9621;0,9227;1,2000
Libya;LBY;1996;93,7062;1,8083;1,9583;0,9473;1,8900
Libya;LBY;1997;93,9711;1,3054;1,8659;0,9718;1,8200
Libya;LBY;1998;95,0318;1,5537;2,0143;0,9963;1,8900
Libya;LBY;1999;93,5026;1,5638;2,0001;1,0209;1,8900
Libya;LBY;2000;95,6104;1,5739;1,7319;1,0454;2,2000
Libya;LBY;2001;99,3495;1,6038;1,7416;1,0740;1,5200
Libya;LBY;2002;103,5515;1,7840;2,1337;1,1025;1,4300
Libya;LBY;2003;106,3295;1,9128;1,9998;1,1311;1,5300
Libya;LBY;2004;109,6750;1,9940;2,2511;1,1596;1,6700
Libya;LBY;2005;115,3713;2,0313;2,5475;1,1882;1,6800
Libya;LBY;2006;116,8116;2,8994;2,4742;1,2200;2,2600
Libya;LBY;2007;115,7408;2,8809;2,8066;1,2518;2,2000
Libya;LBY;2008;122,7601;3,0602;2,6448;1,2836;2,1200
Libya;LBY;2009;126,6557;3,5839;2,6774;1,3154;1,9000
Libya;LBY;2010;131,8379;3,8621;2,5329;1,3473;1,7900
Libya;LBY;2011;112,7698;2,1519;2,8192;1,3805;0,4200
Libya;LBY;2012;126,1589;1,4384;2,8693;1,4138;1,7700
Libya;LBY;2013;127,5209;1,4723;2,5709;1,4471;1,2500
Libya;LBY;2014;128,1341;1,5062;2,5542;1,4803;0,6800
Liechtenstein;LIE;1990;;0,0005;0,0190;0,0015;
Liechtenstein;LIE;1991;;0,0006;0,0189;0,0015;
Liechtenstein;LIE;1992;;0,0007;0,0182;0,0015;
Liechtenstein;LIE;1993;;0,0009;0,0175;0,0015;
Liechtenstein;LIE;1994;;0,0010;0,0176;0,0015;
Liechtenstein;LIE;1995;;0,0012;0,0176;0,0015;
Liechtenstein;LIE;1996;;0,0015;0,0181;0,0015;
Liechtenstein;LIE;1997;;0,0017;0,0178;0,0015;
Liechtenstein;LIE;1998;;0,0020;0,0174;0,0016;
Liechtenstein;LIE;1999;;0,0023;0,0164;0,0016;
Liechtenstein;LIE;2000;;0,0026;0,0161;0,0016;
Liechtenstein;LIE;2001;;0,0030;0,0167;0,0017;
Liechtenstein;LIE;2002;;0,0033;0,0169;0,0017;
Liechtenstein;LIE;2003;;0,0037;0,0170;0,0018;
Liechtenstein;LIE;2004;;0,0040;0,0171;0,0018;
Liechtenstein;LIE;2005;;0,0044;0,0177;0,0019;
Liechtenstein;LIE;2006;;0,0046;0,0185;0,0018;
Liechtenstein;LIE;2007;0,0654;0,0049;0,0190;0,0018;
Liechtenstein;LIE;2008;0,0655;0,0051;0,0191;0,0018;
Liechtenstein;LIE;2009;0,0546;0,0053;0,0191;0,0017;
Liechtenstein;LIE;2010;0,0584;0,0056;0,0185;0,0017;
Liechtenstein;LIE;2011;0,0511;0,0059;0,0181;0,0017;
Liechtenstein;LIE;2012;0,0512;0,0062;0,0184;0,0017;
Liechtenstein;LIE;2013;0,0549;0,0066;0,0175;0,0017;
Liechtenstein;LIE;2014;0,0476;0,0069;0,0181;0,0017;
Lithuania;LTU;1990;32,9219;1,9254;8,8643;1,6077;0,7000
Lithuania;LTU;1991;34,9488;1,8098;8,5299;1,5535;0,9800
Lithuania;LTU;1992;19,8458;1,6590;8,6302;1,4993;1,1200
Lithuania;LTU;1993;15,9527;1,3611;6,9831;1,4451;0,6200
Lithuania;LTU;1994;14,9697;1,1805;6,1974;1,3908;0,6000
Lithuania;LTU;1995;13,9266;1,0879;5,6676;1,3366;0,5700
Lithuania;LTU;1996;14,4075;1,3134;5,7710;1,3434;0,5100
Lithuania;LTU;1997;14,0485;1,5206;5,7571;1,3502;0,2900
Lithuania;LTU;1998;14,7894;1,7571;5,6878;1,3570;0,2500
Lithuania;LTU;1999;12,4003;1,8983;5,4349;1,3638;0,3100
Lithuania;LTU;2000;10,7212;2,0505;5,3011;1,3707;0,3600
Lithuania;LTU;2001;11,3780;2,2323;4,8920;1,3679;0,4100
Lithuania;LTU;2002;11,4448;2,4727;4,3885;1,3651;0,4300
Lithuania;LTU;2003;11,4516;2,6728;4,6103;1,3623;0,4400
Lithuania;LTU;2004;12,0884;2,9535;4,7755;1,3595;0,4600
Lithuania;LTU;2005;12,8052;3,1975;4,3945;1,3567;0,6000
Lithuania;LTU;2006;12,9342;3,0292;4,5300;1,3730;0,6000
Lithuania;LTU;2007;13,0633;2,7618;4,4342;1,3893;0,5800
Lithuania;LTU;2008;12,9923;2,4616;4,5025;1,4056;0,5200
Lithuania;LTU;2009;11,8114;1,9304;4,5686;1,4219;0,5100
Lithuania;LTU;2010;12,7205;1,7694;4,8340;1,4381;0,5900
Lithuania;LTU;2011;11,8817;1,9094;4,4754;1,4341;0,6200
Lithuania;LTU;2012;11,8929;1,9797;4,5761;1,4300;0,5800
Lithuania;LTU;2013;11,2641;2,0684;4,5650;1,4260;0,4900
Lithuania;LTU;2014;10,8454;2,0435;4,7244;1,4219;0,2600
